index,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
0,ts300399,Five Came Back: The Reference Films,SHOW,1945,TV-MA,48,['documentation'],US,1,,,
1,tm84618,Taxi Driver,MOVIE,1976,R,113,"['crime', 'drama']",US,,tt0075314,8.3,795222
2,tm127384,Monty Python and the Holy Grail,MOVIE,1975,PG,91,"['comedy', 'fantasy']",GB,,tt0071853,8.2,530877
3,tm70993,Life of Brian,MOVIE,1979,R,94,['comedy'],GB,,tt0079470,8,392419
4,tm190788,The Exorcist,MOVIE,1973,R,133,['horror'],US,,tt0070047,8.1,391942
5,ts22164,Monty Python's Flying Circus,SHOW,1969,TV-14,30,"['comedy', 'european']",GB,4,tt0063929,8.8,72895
6,tm14873,Dirty Harry,MOVIE,1971,R,102,"['thriller', 'crime', 'action']",US,,tt0066999,7.7,153463
7,tm185072,My Fair Lady,MOVIE,1964,G,170,"['drama', 'music', 'romance', 'family']",US,,tt0058385,7.8,94121
8,tm98978,The Blue Lagoon,MOVIE,1980,R,104,"['romance', 'drama']",US,,tt0080453,5.8,69053
9,tm119281,Bonnie and Clyde,MOVIE,1967,R,110,"['drama', 'crime', 'action']",US,,tt0061418,7.7,111189
10,tm67378,The Professionals,MOVIE,1966,PG-13,117,"['western', 'action', 'european']",US,,tt0060862,7.3,16168
11,tm44204,The Guns of Navarone,MOVIE,1961,,158,"['war', 'action', 'drama']",US,,tt0054953,7.5,50150
12,tm69778,Lupin the Third: The Castle of Cagliostro,MOVIE,1979,PG,100,"['comedy', 'animation', 'action', 'fantasy', 'family']",US,,tt0079833,7.6,30277
13,tm69997,Richard Pryor: Live in Concert,MOVIE,1979,R,78,"['comedy', 'documentation']",GB,,tt0079807,8.1,5141
14,tm96649,The Long Riders,MOVIE,1980,R,99,"['western', 'crime']",GB,,tt0081071,6.9,11329
15,tm16479,White Christmas,MOVIE,1954,,115,"['romance', 'comedy', 'music']",US,,tt0047673,7.5,42373
16,tm135083,Cairo Station,MOVIE,1958,,77,"['drama', 'crime', 'comedy']",GB,,tt0051390,7.5,4385
17,tm14491,The Queen,MOVIE,1968,,68,['documentation'],US,,tt0183686,7.2,1117
18,tm89386,Hitler: A Career,MOVIE,1977,PG,150,"['documentation', 'history', 'european']",US,,tt0191182,7.5,2416
19,tm156453,FTA,MOVIE,1972,R,97,"['comedy', 'documentation', 'music']",US,,tt0068562,6.2,411
20,tm27298,Saladin the Victorious,MOVIE,1963,,186,"['drama', 'war', 'action', 'history', 'romance']",US,,tt0057357,7.6,2470
21,tm356209,Singapore,MOVIE,1960,,158,"['drama', 'thriller', 'crime']",US,,tt0268639,6.4,82
22,tm204541,Dark Waters,MOVIE,1956,,120,"['drama', 'action', 'romance', 'thriller']",US,,tt0049761,6.7,590
23,tm14350,Alexandria… Why?,MOVIE,1979,,133,['drama'],US,,tt0077751,7.2,1689
24,tm102287,Raya and Sakina,MOVIE,1953,,105,"['drama', 'thriller', 'crime', 'history']",GB,,tt0316472,6.8,231
25,tm76557,No Longer Kids,MOVIE,1979,,235,"['comedy', 'drama']",GB,,tt8312792,9,943
27,tm94651,Dostana,MOVIE,1980,,161,"['drama', 'comedy', 'romance', 'action', 'crime']",GB,,tt0080653,2.1,25
28,tm19608,The Blazing Sun,MOVIE,1954,,100,"['romance', 'crime', 'drama']",US,,tt0044429,7.4,1219
29,ts45948,Monty Python's Fliegender Zirkus,SHOW,1972,TV-MA,43,['comedy'],US,1,tt0202477,8.1,2144
30,tm90896,The Return of the Prodigal Son,MOVIE,1976,,124,"['drama', 'crime']",US,,tt0074168,7.2,768
31,tm75975,Prince,MOVIE,1969,,152,['romance'],US,,tt0064842,6.9,168
32,tm97793,Lock Your Girls In,MOVIE,1980,,230,['comedy'],US,,,,
33,tm85426,The Witness Who Didn't See Anything,MOVIE,1976,,217,['comedy'],US,,,,
34,tm188894,The School of Mischief,MOVIE,1973,,251,['comedy'],US,,,,
35,tm107372,Manoranjan,MOVIE,1974,,162,"['comedy', 'drama', 'romance']",GB,,tt0071811,6.5,236
36,tm200475,"Beirut, Oh Beirut",MOVIE,1975,,110,['drama'],GB,,tt0169599,6.5,106
37,tm259855,We Are All for the Fatherland,MOVIE,1979,,74,['documentation'],US,,tt0170799,6.2,43
38,tm259684,Whispers,MOVIE,1980,,93,['documentation'],GB,,tt0170803,7.8,75
39,tm344089,Lal Patthar,MOVIE,1971,,153,['drama'],US,,tt0237395,6.2,137
40,tm358653,Ujala,MOVIE,1959,,142,"['romance', 'crime', 'drama']",US,,tt0157132,6.7,78
41,tm100027,Alibaba Aur 40 Chor,MOVIE,1979,,138,"['drama', 'action', 'romance', 'family', 'fantasy']",US,,tt0079749,6.2,555
42,tm10204,Professor,MOVIE,1962,,163,"['romance', 'comedy', 'drama']",US,,tt0056379,6.8,285
43,tm403346,Chadi Jawani Budhe Nu,MOVIE,1976,,135,['romance'],US,,tt3290368,4.6,14
44,tm16812,Bandie,MOVIE,1978,,141,"['drama', 'romance', 'action']",US,,tt1219315,4.2,35
45,tm336403,Khoon Khoon,MOVIE,1973,,131,"['drama', 'crime', 'thriller']",US,,tt0230412,5.1,41
46,tm119776,Top Gun,MOVIE,1986,PG,110,"['drama', 'action']",GB,,tt0092099,6.9,329656
47,ts20681,Seinfeld,SHOW,1989,TV-PG,24,['comedy'],GB,9,tt0098904,8.9,302700
48,tm111075,Stand by Me,MOVIE,1986,R,89,['drama'],US,,tt0092005,8.1,392790
49,tm180542,Once Upon a Time in America,MOVIE,1984,R,229,"['drama', 'crime', 'european']",GB,,tt0087843,8.3,342335
50,tm138875,When Harry Met Sally...,MOVIE,1989,R,96,"['romance', 'comedy', 'drama']",US,,tt0098635,7.7,212913
51,tm155792,Teenage Mutant Ninja Turtles,MOVIE,1990,PG,93,"['scifi', 'action', 'comedy', 'family']",US,,tt0100758,6.7,92647
52,tm22327,Full Metal Jacket,MOVIE,1987,R,116,"['drama', 'war']",US,,tt0093058,8.3,723306
53,tm54450,Christine,MOVIE,1983,R,90,"['horror', 'thriller', 'european']",US,,tt0085333,6.7,80945
54,tm2386,A Nightmare on Elm Street,MOVIE,1984,R,91,['horror'],US,,tt0087800,7.4,230543
55,ts22082,Knight Rider,SHOW,1982,TV-PG,51,"['action', 'scifi', 'crime', 'drama']",US,4,tt0083437,6.9,33760
56,tm145608,Awakenings,MOVIE,1990,PG-13,120,"['drama', 'european']",US,,tt0099077,7.8,137549
57,ts21715,Thomas & Friends,SHOW,1984,TV-Y,10,"['family', 'comedy', 'music', 'action', 'animation', 'fantasy', 'drama']",GB,24,tt0086815,6.5,4948
58,tm41289,Annie,MOVIE,1982,PG,127,"['drama', 'family', 'comedy']",GB,,tt0083564,6.6,44866
59,tm132694,Pet Sematary,MOVIE,1989,R,103,"['horror', 'fantasy', 'thriller']",US,,tt0098084,6.5,102212
60,ts20678,Saved by the Bell,SHOW,1989,TV-G,23,"['comedy', 'romance', 'family']",GB,5,tt0096694,7.1,34854
61,tm117580,She's Gotta Have It,MOVIE,1986,R,84,"['comedy', 'romance']",US,,tt0091939,6.7,14277
62,tm20712,Eddie Murphy Raw,MOVIE,1987,R,93,"['comedy', 'documentation']",US,,tt0092948,7.6,19646
63,tm130586,Endless Love,MOVIE,1981,R,116,"['drama', 'romance']",US,,tt0082329,4.9,8374
64,ts25028,Wheel of Fortune,SHOW,1983,TV-G,26,['family'],US,39,tt0072584,6.7,3126
65,ts23753,Major Dad,SHOW,1989,TV-PG,24,"['comedy', 'family']",US,4,tt0096643,6.4,2866
66,ts2760,Fireman Sam,SHOW,1987,TV-Y,10,"['comedy', 'animation', 'family', 'crime', 'european']",US,13,tt0329829,6.1,1759
67,ts987,Danger Mouse,SHOW,1981,TV-Y,15,"['comedy', 'family', 'scifi', 'animation', 'european']",US,10,tt0081848,7.4,3514
68,tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,1981,,133,"['scifi', 'drama', 'war', 'animation', 'action']",GB,,tt0159510,7.2,1242
69,tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,1988,,120,"['scifi', 'animation', 'action', 'drama', 'war']",GB,,tt0095262,7.3,1649
70,tm21953,Sam Kinison: Breaking the Rules,MOVIE,1987,R,50,"['comedy', 'documentation']",US,,tt0307403,7.2,651
71,tm152839,Tim Allen: Men Are Pigs,MOVIE,1990,,30,"['comedy', 'documentation']",GB,,tt0259057,6,353
72,tm62924,Monty Python Live at the Hollywood Bowl,MOVIE,1982,R,77,"['comedy', 'documentation']",US,,tt0084352,7.9,15186
73,tm114356,The George McKenna Story,MOVIE,1988,,100,['drama'],US,,tt0091106,6,901
74,tm147829,Unspeakable Acts,MOVIE,1990,,100,['drama'],US,,tt0100848,6,448
75,tm126769,Waiting for the Hearse,MOVIE,1985,,87,['comedy'],US,,tt0089108,8,6285
76,tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,1982,,144,"['animation', 'action', 'drama', 'scifi', 'war']",US,,tt0159511,7.7,1210
77,tm159912,Agneepath,MOVIE,1990,,174,"['action', 'crime', 'drama']",US,,tt0098999,7.6,8902
78,tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,1989,,72,['comedy'],US,,tt0213984,8.1,1522
79,tm38736,Too Young The Hero,MOVIE,1988,,100,"['drama', 'war']",GB,,tt0096286,6.7,494
80,tm258072,Adam: His Song Continues,MOVIE,1986,,100,"['crime', 'drama']",GB,,tt0090589,7,209
81,tm52815,Disco Dancer,MOVIE,1982,,134,"['drama', 'romance']",US,,tt0208903,6.5,1449
82,tm137013,The Ryan White Story,MOVIE,1989,,102,['drama'],GB,,tt0098237,7.2,857
83,tm157853,In Defense of a Married Man,MOVIE,1990,,94,"['drama', 'crime']",US,,tt0099833,5.6,200
84,tm157603,Dil,MOVIE,1990,,172,"['romance', 'comedy', 'drama']",US,,tt0099429,6.6,5273
85,tm45720,Bye Bye London,MOVIE,1982,,170,"['comedy', 'drama']",US,,tt10130668,8.7,154
86,tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,1988,,100,['drama'],US,,tt0095945,7.1,144
87,tm151332,"Alexandria, Again and Forever",MOVIE,1989,,105,['drama'],US,,tt0099858,6.5,643
88,tm24110,Strange Voices,MOVIE,1987,,100,['drama'],US,,tt0094052,6.3,357
89,tm348735,Aakhri Adaalat,MOVIE,1988,,148,"['action', 'crime', 'thriller']",US,,tt0177505,5.1,92
90,tm51083,A Stoning in Fulham County,MOVIE,1988,,120,"['crime', 'drama', 'thriller']",GB,,tt0096179,5.8,380
91,tm126791,The Married Couples,MOVIE,1981,,194,['drama'],GB,,,,
92,tm186777,Sayed The Servant,MOVIE,1985,,166,['comedy'],US,,,,
93,tm311264,Muqaddar Ka Faisla,MOVIE,1987,,172,"['comedy', 'drama', 'family', 'action']",GB,,tt0239682,4.8,68
94,tm172482,Sohni Mahiwal,MOVIE,1984,,160,"['romance', 'action', 'drama']",US,,tt0807047,6.1,297
95,tm52274,The Little Wars,MOVIE,1982,,108,"['drama', 'war', 'european']",US,,tt0084492,6.3,149
96,tm132164,Bill Hicks: Sane Man,MOVIE,1989,R,81,['comedy'],US,,,,
97,tm342996,Duniya,MOVIE,1984,,170,"['drama', 'action']",US,,tt0301231,6.2,241
98,ts63001,High Risk,SHOW,1988,TV-PG,50,['comedy'],US,1,tt0094478,3.8,6
99,tm411457,Pyar Ke Do Pal,MOVIE,1986,,153,"['drama', 'action']",US,,tt0358053,6.1,65
100,tm371359,Jaal,MOVIE,1986,,159,"['drama', 'thriller', 'action']",US,,tt0239495,5.2,122
101,tm446654,Mujrim,MOVIE,1989,,162,"['drama', 'action', 'crime']",GB,,tt0097926,5.4,188
102,tm47673,An Egyptian Story,MOVIE,1982,,129,"['fantasy', 'drama']",GB,,tt0084042,7.3,1113
103,tm419052,Ek Jaan Hain Hum,MOVIE,1983,,151,"['family', 'romance']",US,,tt0379272,6.3,70
104,tm11556,The Quick and the Dead,MOVIE,1995,R,107,"['western', 'thriller', 'action', 'romance']",GB,,tt0114214,6.5,92224
105,ts20981,Survivor,SHOW,2000,TV-PG,48,['reality'],US,42,tt0239195,7.4,24368
106,ts22176,Stargate SG-1,SHOW,1997,TV-PG,44,"['scifi', 'drama', 'action']",US,10,tt0118480,8.4,90196
107,ts21223,Pokémon,SHOW,1997,TV-Y7,22,"['scifi', 'action', 'comedy', 'fantasy', 'animation', 'family']",US,24,tt0168366,7.6,172
108,tm122434,Forrest Gump,MOVIE,1994,PG-13,142,"['drama', 'romance', 'comedy']",US,,tt0109830,8.8,1994599
109,tm106462,Happy Gilmore,MOVIE,1996,PG-13,92,"['comedy', 'sport']",US,,tt0116483,7,217534
110,ts20339,One Piece,SHOW,1999,TV-14,23,"['action', 'comedy', 'animation', 'drama', 'fantasy']",US,21,tt0388629,8.8,112586
111,tm57554,Saving Private Ryan,MOVIE,1998,R,169,"['drama', 'war']",US,,tt0120815,8.6,1346020
112,ts34435,Cowboy Bebop,SHOW,1998,TV-14,25,"['western', 'action', 'scifi', 'thriller', 'animation', 'comedy', 'drama']",GB,1,tt0213338,8.9,112887
113,ts20927,Star Trek: Deep Space Nine,SHOW,1993,TV-PG,47,"['scifi', 'action', 'drama']",GB,7,tt0106145,8.1,61145
114,ts5145,The Challenge,SHOW,1998,TV-14,40,"['reality', 'comedy', 'drama', 'scifi']",US,37,tt0176095,7.8,3274
115,tm192405,Gattaca,MOVIE,1997,PG-13,106,"['thriller', 'drama', 'scifi']",GB,,tt0119177,7.8,298168
116,ts21567,Gilmore Girls,SHOW,2000,TV-14,46,"['comedy', 'drama']",US,8,tt0238784,8.2,119054
117,tm55553,Blade,MOVIE,1998,R,120,"['action', 'scifi', 'horror']",US,,tt0120611,7.1,267181
118,tm56574,You've Got Mail,MOVIE,1998,PG,119,"['romance', 'drama', 'comedy']",US,,tt0128853,6.7,209258
119,tm192037,Starship Troopers,MOVIE,1997,R,129,"['scifi', 'thriller', 'action']",US,,tt0120201,7.3,288960
120,ts20983,Neon Genesis Evangelion,SHOW,1995,TV-14,24,"['scifi', 'action', 'drama', 'thriller', 'fantasy', 'animation']",US,1,tt0112159,8.5,64727
121,ts22193,The Magic School Bus,SHOW,1994,TV-Y,26,"['scifi', 'comedy', 'family', 'fantasy', 'animation']",US,4,tt0108847,7.8,9708
122,tm191989,Donnie Brasco,MOVIE,1997,R,127,"['thriller', 'drama', 'crime']",US,,tt0119008,7.7,300073
123,ts20960,Power Rangers,SHOW,1993,TV-Y7,22,"['scifi', 'action', 'fantasy', 'family']",GB,29,tt0106064,6.5,21949
124,tm65686,U.S. Marshals,MOVIE,1998,PG-13,126,"['thriller', 'crime', 'action']",GB,,tt0120873,6.5,103263
125,ts11397,Adventures of Sonic the Hedgehog,SHOW,1993,TV-Y7,22,"['action', 'animation', 'scifi', 'western', 'fantasy', 'comedy', 'family']",US,4,tt0222518,6.2,3808
126,tm54903,Wild Things,MOVIE,1998,R,108,"['drama', 'thriller', 'crime', 'european']",GB,,tt0194542,6.6,118811
127,tm187187,Last Action Hero,MOVIE,1993,PG-13,130,"['comedy', 'action', 'fantasy']",US,,tt0107362,6.4,149290
128,tm191772,Seven Years in Tibet,MOVIE,1997,PG-13,136,"['drama', 'history', 'war']",US,,tt0120102,7.1,141308
129,tm191848,The Devil's Advocate,MOVIE,1997,,144,"['horror', 'thriller', 'drama']",US,,tt0118971,7.5,361422
130,tm121879,A River Runs Through It,MOVIE,1992,PG,123,['drama'],US,,tt0105265,7.2,59086
131,tm44402,"Girl, Interrupted",MOVIE,1999,R,127,"['drama', 'european']",US,,tt0172493,7.3,180532
132,ts22489,Goosebumps,SHOW,1995,TV-PG,22,"['scifi', 'fantasy', 'horror', 'thriller', 'family', 'music']",US,4,tt0111987,7.6,13361
133,ts25252,Yu-Gi-Oh!,SHOW,1998,TV-Y,22,"['scifi', 'action', 'family', 'fantasy', 'animation', 'comedy', 'drama']",US,7,tt4834194,7.2,20888
134,ts21034,InuYasha,SHOW,2000,TV-14,25,"['action', 'comedy', 'scifi', 'animation', 'drama', 'fantasy', 'romance']",GB,9,tt0290223,7.9,15823
135,tm53419,Any Given Sunday,MOVIE,1999,R,162,"['drama', 'sport']",GB,,tt0146838,6.9,118479
136,tm189764,Menace II Society,MOVIE,1993,R,97,"['drama', 'crime', 'thriller']",US,,tt0107554,7.5,57399
137,tm9323,Desperado,MOVIE,1995,R,104,"['thriller', 'action', 'crime', 'western', 'european']",GB,,tt0112851,7.1,183638
138,tm46173,The Mask of Zorro,MOVIE,1998,PG-13,136,"['action', 'thriller', 'western', 'comedy', 'romance']",US,,tt0120746,6.8,181306
139,tm19673,The Patriot,MOVIE,2000,R,165,"['drama', 'action', 'history', 'war']",US,,tt0187393,7.2,270231
140,tm24877,Road Trip,MOVIE,2000,R,93,['comedy'],US,,tt0215129,6.5,167670
141,tm189433,Free Willy,MOVIE,1993,PG,112,"['drama', 'family']",US,,tt0106965,6,75244
142,ts251477,My First Errand,SHOW,1991,TV-G,19,['reality'],US,12,,,
143,tm1822,3 Ninjas Kick Back,MOVIE,1994,PG,93,"['action', 'comedy', 'family', 'sport']",US,,tt15327306,4.5,9208
144,tm187791,In the Line of Fire,MOVIE,1993,R,128,"['drama', 'thriller', 'action', 'crime']",US,,tt0107206,7.2,101939
145,tm19494,The Replacements,MOVIE,2000,PG-13,118,"['comedy', 'sport']",GB,,tt0191397,6.6,64087
146,tm10739,Johnny Mnemonic,MOVIE,1995,R,97,"['scifi', 'thriller', 'action', 'drama']",GB,,tt0113481,5.6,71062
147,tm113576,Little Women,MOVIE,1994,PG,115,"['drama', 'family', 'romance']",US,,tt0110367,7.3,57621
148,tm191387,Anaconda,MOVIE,1997,PG-13,89,"['thriller', 'horror', 'action']",GB,,tt0118615,4.8,103459
149,tm6859,My Girl,MOVIE,1991,PG,103,"['comedy', 'drama', 'family', 'romance', 'european']",US,,tt0102492,6.9,79800
150,tm186589,Cliffhanger,MOVIE,1993,R,112,"['thriller', 'action', 'animation']",US,,tt0106582,6.5,128179
151,tm191374,I Know What You Did Last Summer,MOVIE,1997,R,101,"['horror', 'thriller']",US,,tt0119345,5.7,142696
152,tm8446,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,MOVIE,1991,PG,88,"['scifi', 'action', 'comedy', 'family']",US,,tt0103060,6,55499
153,ts8570,Barney & Friends,SHOW,1992,TV-G,28,['family'],US,14,tt0144701,3.8,9955
154,tm21596,Hollow Man,MOVIE,2000,R,112,"['scifi', 'action', 'horror', 'thriller']",US,,tt0164052,5.8,130099
155,tm48430,Godzilla,MOVIE,1998,PG-13,133,"['thriller', 'scifi', 'action']",US,,tt0120685,5.4,191722
156,tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,1997,,87,"['scifi', 'action', 'drama', 'fantasy', 'animation']",GB,,tt0169858,8,51938
157,tm192199,Spawn,MOVIE,1997,PG-13,96,"['fantasy', 'horror', 'scifi', 'thriller', 'action', 'drama']",GB,,tt0120177,5.2,67761
158,tm184205,Dennis the Menace,MOVIE,1993,PG,95,"['comedy', 'family']",US,,tt0106701,5.6,60779
159,tm12499,The Net,MOVIE,1995,PG-13,114,"['thriller', 'action', 'crime', 'drama']",GB,,tt0113957,5.9,66127
160,tm192431,The Devil's Own,MOVIE,1997,R,107,"['thriller', 'drama', 'action', 'crime', 'european']",US,,tt0962637,6.2,64625
161,tm56033,Croupier,MOVIE,1998,R,94,"['thriller', 'european', 'crime', 'drama']",US,,tt0159382,7,21382
162,tm190486,Teenage Mutant Ninja Turtles III,MOVIE,1993,PG,96,"['fantasy', 'scifi', 'action', 'comedy', 'family']",US,,tt0108308,4.7,33128
163,tm61103,The General's Daughter,MOVIE,1999,R,116,"['drama', 'crime', 'thriller']",US,,tt0144214,6.4,58726
164,tm117488,The Next Karate Kid,MOVIE,1994,PG,107,"['drama', 'family', 'romance', 'sport', 'action']",US,,tt0110657,4.5,30138
165,tm55732,I Still Know What You Did Last Summer,MOVIE,1998,R,100,"['thriller', 'horror']",US,,tt0130018,4.7,73269
166,tm191431,Double Team,MOVIE,1997,R,93,"['scifi', 'action', 'comedy', 'thriller']",US,,tt0119013,4.7,34127
167,tm17721,Under Suspicion,MOVIE,2000,R,110,"['thriller', 'crime', 'drama', 'european']",GB,,tt0164212,6.5,25432
168,ts20939,Moesha,SHOW,1996,TV-PG,21,"['drama', 'comedy', 'family']",GB,6,tt0115275,5.7,3713
169,ts21693,"Sister, Sister",SHOW,1994,TV-PG,22,"['comedy', 'drama', 'family']",US,6,tt0108927,6.2,12535
170,ts22286,Cardcaptor Sakura,SHOW,1998,TV-Y7,25,"['scifi', 'comedy', 'drama', 'family', 'fantasy', 'romance', 'animation', 'action']",GB,4,tt0221735,8,4936
171,tm190811,Geronimo: An American Legend,MOVIE,1993,PG-13,115,"['western', 'drama', 'history']",US,,tt0107004,6.5,11506
172,tm107659,The Mirror Has Two Faces,MOVIE,1996,PG-13,126,"['romance', 'comedy', 'drama']",US,,tt0117057,6.6,19829
173,ts21581,Girlfriends,SHOW,2000,TV-PG,21,"['comedy', 'drama']",US,8,tt0247102,7.2,4482
174,tm7135,Bill Hicks: One Night Stand,MOVIE,1991,NC-17,30,['comedy'],US,,,,
175,tm7073,Knight Rider 2000,MOVIE,1991,G,91,"['action', 'scifi']",US,,tt0102227,4.5,3178
176,tm63514,The Last Days,MOVIE,1998,PG-13,87,"['drama', 'documentation', 'war']",US,,tt0174852,7.9,4247
177,ts20918,The Parkers,SHOW,1999,TV-PG,19,['comedy'],US,5,tt0200353,6.8,2346
178,tm10811,Heavy,MOVIE,1995,R,105,"['romance', 'drama']",GB,,tt0113280,6.8,4921
179,tm188970,Bill Hicks: Revelations,MOVIE,1993,,74,"['comedy', 'documentation']",GB,,tt0152183,8.5,3085
180,tm188606,Sankofa,MOVIE,1993,,124,"['drama', 'european']",US,,tt0108041,7,678
181,tm128073,Bill Hicks: Relentless,MOVIE,1992,,61,['comedy'],GB,,,,
182,ts18465,Dale's Supermarket Sweep,SHOW,1993,TV-G,21,[],US,8,tt0962853,7.1,39
183,tm64817,Jerry Seinfeld: I'm Telling You for the Last Time,MOVIE,1998,G,75,"['comedy', 'documentation']",US,,tt0500140,7.9,5834
184,tm320211,Children of God,MOVIE,1994,,63,['documentation'],US,,tt6051792,6.4,589
185,tm189171,Wild Tango,MOVIE,1993,R,124,"['drama', 'music', 'romance']",US,,tt0108291,6.7,1564
186,tm67635,Kuch Kuch Hota Hai,MOVIE,1998,G,185,"['drama', 'romance', 'comedy']",US,,tt0172684,7.6,51640
187,ts22080,Oggy and the Cockroaches,SHOW,1999,TV-Y7,9,"['comedy', 'family', 'action', 'animation', 'european']",US,7,tt0213363,7.4,4185
188,ts22039,H,SHOW,1998,TV-MA,25,['comedy'],US,4,tt0173554,7.4,1703
189,tm41525,Herod's Law,MOVIE,1999,R,120,"['drama', 'comedy', 'crime']",GB,,tt0221344,7.8,5943
190,tm7951,Tim Allen: Rewires America,MOVIE,1991,PG,30,"['comedy', 'documentation']",GB,,tt0294967,5.9,195
191,ts21684,Heartbreak High,SHOW,1994,TV-MA,47,"['drama', 'romance', 'comedy']",US,7,tt0108800,7.8,3106
192,tm55100,Dil Se..,MOVIE,1998,PG-13,163,"['drama', 'romance']",GB,,tt0164538,7.5,28409
193,ts224786,Escalona,SHOW,1991,TV-MA,44,['drama'],US,1,,,
194,tm204173,Aashik Aawara,MOVIE,1993,,153,"['romance', 'comedy', 'drama']",US,,tt0106206,4.7,320
195,tm191614,Destiny,MOVIE,1997,,136,"['drama', 'romance', 'comedy', 'history']",US,,tt0119629,7.1,2825
196,tm8859,Oh Darling! Yeh Hai India!,MOVIE,1995,G,153,['comedy'],US,,tt0114031,4,1678
197,tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,1991,,100,"['drama', 'sport']",US,,tt0103123,7.2,248
198,tm12876,Bombay,MOVIE,1995,,141,"['romance', 'drama']",US,,tt0112553,8.1,12512
199,tm52083,West Beirut,MOVIE,1998,PG-13,105,"['romance', 'war', 'comedy', 'drama', 'european']",US,,tt0157183,7.6,4175
200,tm9898,Muthu,MOVIE,1995,G,165,"['drama', 'comedy', 'romance', 'action']",GB,,tt0140399,7.6,3056
201,tm326102,Qila,MOVIE,1998,,160,"['drama', 'music', 'family']",GB,,tt0286907,4.8,129
202,tm12482,Ram Jaane,MOVIE,1995,,172,"['action', 'drama', 'romance', 'crime']",US,,tt0114231,5.4,3901
203,tm128925,Chamatkar,MOVIE,1992,G,171,"['comedy', 'fantasy', 'drama', 'crime']",GB,,tt0126234,6.5,6199
204,tm52871,Soldier,MOVIE,1998,,156,"['thriller', 'action', 'drama', 'romance']",US,,tt0211634,6.2,3025
205,ts28516,Okupas,SHOW,2000,TV-MA,40,"['crime', 'drama']",US,1,tt0289649,9,2326
206,tm62385,Hum Saath Saath Hain,MOVIE,1999,G,177,"['fantasy', 'romance', 'family', 'drama']",US,,tt0216817,6.2,8454
207,tm184502,Kabhi Haan Kabhi Naa,MOVIE,1994,G,158,"['comedy', 'drama', 'music', 'romance']",US,,tt0110222,7.6,18224
208,tm7810,Nightmare in Columbia County,MOVIE,1991,,100,"['drama', 'crime', 'thriller']",US,,tt0102537,5.5,341
209,tm27601,Phir Bhi Dil Hai Hindustani,MOVIE,2000,PG-13,160,"['comedy', 'romance', 'drama']",US,,tt0222270,6.1,7556
210,tm8687,Sam Kinison: Family Entertainment Hour,MOVIE,1991,,49,['comedy'],US,,,,
211,tm47530,Jeans,MOVIE,1998,,175,"['drama', 'romance', 'comedy']",GB,,tt0151121,6.4,3567
212,tm105716,Chaahat,MOVIE,1996,G,155,"['drama', 'romance']",GB,,tt0172234,5.5,2837
213,tm117873,Hum Aapke Hain Koun..!,MOVIE,1994,,206,"['romance', 'comedy', 'drama']",US,,tt0110076,7.5,20986
214,tm189773,Maya Memsaab,MOVIE,1993,PG-13,126,"['romance', 'drama', 'thriller']",GB,,tt0137100,5.4,2177
215,tm7032,Out of Life,MOVIE,1991,,97,"['war', 'drama', 'crime', 'european']",US,,tt0102058,6.9,365
216,tm58893,Duplicate,MOVIE,1998,PG,165,"['comedy', 'action', 'crime', 'thriller']",US,,tt0164550,5.5,7557
217,tm340430,Govindha Govindha,MOVIE,1993,,145,"['drama', 'action', 'crime']",US,,tt0192087,6.6,351
218,tm184326,Damini,MOVIE,1993,,180,"['drama', 'crime']",US,,tt0106655,7.8,3490
219,tm110225,English Babu Desi Mem,MOVIE,1996,PG,172,"['romance', 'comedy', 'drama']",US,,tt0136153,4.5,2322
220,tm34391,Before the Flying Circus,MOVIE,2000,,55,"['comedy', 'documentation']",US,,tt9230920,7.3,161
221,tm21911,Sam Kinison: Live in Vegas,MOVIE,1991,,72,"['comedy', 'music', 'documentation']",US,,tt0249934,6.6,272
222,tm118438,Anjaam,MOVIE,1994,,146,"['thriller', 'romance', 'drama']",GB,,tt0109134,6.6,6465
223,tm62176,Mann,MOVIE,1999,,174,"['drama', 'romance']",GB,,tt0206921,6.1,5413
224,tm57169,Monty Python: Live at Aspen,MOVIE,1998,,58,"['comedy', 'documentation']",US,,tt0287570,7.8,1092
225,tm184224,Sinbad: Afros and Bellbottoms,MOVIE,1993,PG-13,59,"['comedy', 'documentation']",GB,,tt0938331,7.8,166
226,tm44776,The Other,MOVIE,1999,,106,"['drama', 'european', 'romance']",US,,tt0196355,5.9,987
227,tm104933,Sinbad: Son of a Preacher Man,MOVIE,1996,,56,"['comedy', 'documentation']",US,,tt0938333,6.7,115
228,tm203186,Children of Shatila,MOVIE,1999,,50,"['documentation', 'history']",US,,tt0243174,8.2,74
