index,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes
1797,tm252609,76,MOVIE,2016,PG-13,118,"['romance', 'drama']",US,,tt2385126,5.6,220
1798,ts248736,The Governor,SHOW,2016,TV-14,45,['drama'],US,1,tt7128052,7.4,100
1799,tm528287,Chhota Bheem in African Safari,MOVIE,2015,,62,['animation'],US,,tt6418390,6.5,12
1800,tm562821,Grandmother's Farm Part 2,MOVIE,2015,,80,"['comedy', 'horror', 'thriller']",US,,tt4658908,5.3,59
1801,tm244041,Jandino: Whatever it Takes,MOVIE,2016,,94,['comedy'],US,,tt6999080,4.5,30
1802,tm272666,The Unmarried Wife,MOVIE,2016,,130,"['romance', 'drama']",US,,tt5755796,5.8,188
1803,tm219739,The Love Affair,MOVIE,2015,,125,"['romance', 'drama']",GB,,tt4202506,6.2,256
1804,tm860487,Pac’s Scary Halloween,MOVIE,2016,,44,"['fantasy', 'horror']",GB,,,,
1805,tm1063792,,MOVIE,2015,,11,[],US,,tt4661188,,
1806,ts53513,Back to 1989,SHOW,2016,TV-14,44,"['scifi', 'drama']",GB,1,tt6273088,8,106
1807,tm232090,Snervous Tyler Oakley,MOVIE,2015,PG-13,82,['documentation'],US,,tt5073746,5.4,473
1808,tm317850,Meet The in-Laws,MOVIE,2016,,75,['comedy'],US,,tt8332742,6,23
1809,tm235005,Oloibiri,MOVIE,2015,,106,"['thriller', 'drama', 'action']",US,,tt8007138,5.1,183
1810,tm296203,A Chaster Marriage,MOVIE,2016,PG-13,93,"['romance', 'family', 'comedy']",US,,tt6379048,5.4,874
1811,ts83535,Popples,SHOW,2015,,25,['animation'],US,3,tt4210022,6,57
1812,tm350727,Hajwala: The Missing Engine,MOVIE,2016,R,96,"['drama', 'thriller', 'action', 'crime', 'sport']",US,,tt6200274,2.1,250
1813,tm245050,The Arbitration,MOVIE,2016,,100,"['drama', 'comedy']",US,,tt5811182,5.1,121
1814,tm212909,Just the Way You Are,MOVIE,2015,,107,"['drama', 'comedy', 'romance']",US,,tt3837166,6.3,502
1815,ts38703,My Little Baby,SHOW,2016,TV-PG,37,"['comedy', 'drama']",GB,1,tt5546516,6.9,103
1816,ts83449,Love Storm,SHOW,2016,TV-14,87,['family'],GB,1,tt6093070,5.5,325
1817,ts56544,Bibik Bibikku,SHOW,2016,TV-PG,40,"['drama', 'comedy']",US,1,,,
1818,tm271333,The Third Party,MOVIE,2016,,118,"['comedy', 'romance']",GB,,tt6088634,6.1,267
1819,tm421382,Lakeeran,MOVIE,2016,,113,['drama'],US,,tt6115284,6.2,33
1820,tm368725,Love Is a Story,MOVIE,2015,,107,"['comedy', 'european', 'romance']",US,,tt3764686,6,365
1821,tm350044,A Man Returned,MOVIE,2016,,30,['documentation'],US,,,,
1822,tm234735,Time Out,MOVIE,2015,,98,"['drama', 'animation', 'family', 'music']",US,,tt4396648,6,399
1823,tm239078,Jada,MOVIE,2016,PG-13,16,"['drama', 'sport']",US,,tt9769714,5.3,157
1824,ts53864,Ozark,SHOW,2017,TV-MA,60,"['crime', 'thriller', 'drama']",US,4,tt5071412,8.5,278223
1825,ts77795,Derry Girls,SHOW,2018,TV-MA,25,['comedy'],US,3,tt7120662,8.4,28718
1826,ts56683,The Sinner,SHOW,2017,TV-MA,45,"['crime', 'thriller', 'drama']",GB,4,tt6048596,7.9,117055
1827,tm239091,Blade Runner 2049,MOVIE,2017,R,164,"['scifi', 'thriller', 'action', 'drama']",GB,,tt1856101,8,539864
1828,ts55668,Dark,SHOW,2017,TV-MA,56,"['scifi', 'crime', 'drama', 'thriller']",US,3,tt5753856,8.7,354443
1829,tm310953,Sorry to Bother You,MOVIE,2018,R,111,"['fantasy', 'scifi', 'drama', 'comedy']",GB,,tt5688932,6.9,75653
1830,tm232797,Dunkirk,MOVIE,2017,PG-13,107,"['drama', 'history', 'thriller', 'war', 'action', 'european']",US,,tt5013056,7.8,619645
1831,tm244259,Wind River,MOVIE,2017,R,106,"['thriller', 'crime', 'drama', 'western']",US,,tt6185846,7.7,240408
1832,tm315344,Molly's Game,MOVIE,2017,R,140,"['drama', 'crime', 'sport']",US,,tt4209788,7.4,165817
1833,ts53023,Riverdale,SHOW,2017,TV-14,42,"['thriller', 'drama', 'romance', 'crime']",US,6,tt5420376,6.7,139154
1834,ts81064,Legacies,SHOW,2018,TV-14,42,"['scifi', 'drama', 'fantasy', 'horror']",US,4,tt8103070,7.3,28877
1835,ts42405,Mindhunter,SHOW,2017,TV-MA,53,"['crime', 'drama', 'thriller']",US,2,tt5290382,8.6,261429
1836,tm318206,Den of Thieves,MOVIE,2018,R,140,"['thriller', 'action', 'crime', 'drama']",US,,tt1259528,7,107701
1837,ts83970,All American,SHOW,2018,TV-14,42,"['drama', 'sport']",GB,4,tt7414406,7.6,9704
1838,tm315174,Phantom Thread,MOVIE,2017,R,130,"['romance', 'drama']",GB,,tt5776858,7.4,128600
1839,ts81294,Manifest,SHOW,2018,TV-14,42,"['scifi', 'drama', 'thriller']",US,3,tt8421350,7.1,50145
1840,ts78305,Elite,SHOW,2018,TV-MA,48,"['crime', 'drama', 'thriller']",GB,5,tt7134908,7.4,73062
1841,ts78801,Cobra Kai,SHOW,2018,TV-14,31,"['action', 'comedy', 'drama', 'sport']",US,5,tt7221388,8.6,163858
1842,ts79813,You,SHOW,2018,TV-MA,47,"['thriller', 'crime', 'drama', 'romance']",US,3,tt7335184,7.7,225949
1843,ts77398,Lost in Space,SHOW,2018,TV-PG,49,"['scifi', 'action', 'drama', 'thriller', 'family']",US,3,tt5232792,7.3,96868
1844,ts56768,Money Heist,SHOW,2017,TV-MA,50,"['crime', 'drama', 'thriller', 'action', 'european']",US,5,tt6468322,8.3,450797
1845,tm344989,Lady Bird,MOVIE,2017,R,94,"['drama', 'comedy']",US,,tt4925292,7.4,277165
1846,ts57120,Good Girls,SHOW,2018,TV-14,42,"['comedy', 'drama', 'crime']",US,4,tt6474378,7.7,49867
1847,tm287684,The Ritual,MOVIE,2017,R,94,"['horror', 'thriller']",US,,tt5638642,6.3,92788
1848,ts81884,Bodyguard,SHOW,2018,TV-MA,60,"['war', 'crime', 'drama', 'thriller', 'european']",GB,2,tt7493974,8.1,114446
1849,ts75151,Godless,SHOW,2017,TV-MA,65,"['western', 'documentation', 'action', 'drama', 'crime']",GB,1,tt5516154,7.6,27
1850,ts54102,Altered Carbon,SHOW,2018,TV-MA,52,"['scifi', 'thriller', 'action', 'drama']",US,2,tt2261227,7.9,162018
1851,ts75097,Maniac,SHOW,2018,TV-MA,39,"['drama', 'scifi', 'comedy']",GB,1,tt5580146,7.7,74877
1852,ts84785,Dirty John,SHOW,2018,TV-MA,44,"['crime', 'drama']",US,2,tt15438396,7.3,20817
1853,tm244220,Darkest Hour,MOVIE,2017,PG-13,125,"['drama', 'war', 'history', 'thriller', 'family']",US,,tt4555426,7.4,193208
1854,ts42477,Babylon Berlin,SHOW,2017,TV-MA,49,"['crime', 'thriller', 'drama', 'european']",US,4,tt4378376,8.4,23256
1855,ts81208,Charmed,SHOW,2018,TV-14,42,"['scifi', 'drama', 'fantasy']",US,4,tt6394324,4.5,16091
1856,ts58433,The Haunting of Hill House,SHOW,2018,TV-MA,58,"['drama', 'scifi', 'horror', 'thriller']",US,1,tt6763664,8.6,226817
1857,ts57850,HAPPY!,SHOW,2017,TV-MA,43,"['scifi', 'comedy', 'thriller', 'action', 'crime', 'fantasy']",US,2,tt2452242,8.1,37747
1858,ts53663,Workin' Moms,SHOW,2017,TV-MA,22,"['comedy', 'drama']",US,6,tt6143796,7.8,14892
1859,tm244364,The Nightingale,MOVIE,2018,R,136,"['thriller', 'drama', 'horror']",GB,,tt4068576,7.3,28196
1860,ts79229,Wild Wild Country,SHOW,2018,TV-MA,67,"['crime', 'documentation']",GB,1,tt7768848,8.1,29298
1861,ts77955,Somebody Feed Phil,SHOW,2018,TV-14,52,['documentation'],US,5,tt7752034,8.2,4420
1862,ts75879,Big Mouth,SHOW,2017,TV-MA,27,"['animation', 'comedy', 'romance']",GB,6,tt6524350,7.9,74660
1863,tm420745,How It Ends,MOVIE,2018,,113,"['thriller', 'action', 'drama', 'scifi']",US,,tt5246700,5,51513
1864,ts57465,Dynasty,SHOW,2017,TV-14,42,['drama'],US,5,tt6128300,7.2,21136
1865,tm232500,The Disaster Artist,MOVIE,2017,R,104,"['comedy', 'drama']",US,,tt3521126,7.3,149604
1866,ts54054,Imposters,SHOW,2017,TV-14,43,"['drama', 'comedy', 'crime']",US,2,tt5212822,7.8,13238
1867,ts55982,Anne with an E,SHOW,2017,TV-G,46,"['drama', 'family']",US,3,tt5421602,8.7,51001
1868,tm350379,Ghostland,MOVIE,2018,R,91,"['horror', 'thriller', 'drama', 'european']",US,,tt6195094,6.4,30444
1869,tm363103,Perfect Bid: The Contestant Who Knew Too Much,MOVIE,2017,,72,"['documentation', 'history']",US,,tt6854248,6.6,2176
1870,ts58133,Manhunt,SHOW,2017,TV-14,43,"['documentation', 'crime', 'thriller', 'drama']",GB,2,tt5618256,8.1,57459
1871,tm425889,The Ballad of Buster Scruggs,MOVIE,2018,R,132,"['western', 'comedy', 'drama', 'romance']",GB,,tt6412452,7.3,141528
1872,tm244174,Okja,MOVIE,2017,PG-13,122,"['drama', 'scifi', 'action']",US,,tt3967856,7.3,116305
1873,ts53545,Santa Clarita Diet,SHOW,2017,TV-MA,29,"['comedy', 'horror']",GB,3,tt5580540,7.9,64467
1874,tm350,The Bad Batch,MOVIE,2017,R,119,"['drama', 'action', 'horror', 'romance', 'scifi']",US,,tt4334266,5.2,30785
1875,ts84328,The Bureau of Magical Things,SHOW,2018,TV-G,23,"['scifi', 'family', 'fantasy']",US,2,tt7153034,6.7,1914
1876,ts53198,One Day at a Time,SHOW,2017,TV-PG,29,"['comedy', 'drama']",US,4,tt5339440,8.2,15669
1877,ts76243,The End of the F***ing World,SHOW,2017,TV-MA,21,"['crime', 'comedy', 'drama', 'romance', 'thriller']",US,2,tt6257970,8.1,177868
1878,ts58367,Safe,SHOW,2018,TV-MA,45,"['drama', 'thriller', 'crime', 'european']",US,1,tt7902072,7.2,41822
1879,ts55720,GLOW,SHOW,2017,TV-MA,34,"['drama', 'comedy', 'sport', 'reality']",US,4,tt0784878,8,44751
1880,ts77852,Trolls: The Beat Goes On!,SHOW,2018,TV-G,21,"['comedy', 'romance', 'animation', 'family', 'fantasy']",US,8,tt7539608,5.8,798
1881,ts78430,Collateral,SHOW,2018,TV-MA,57,"['drama', 'thriller', 'crime']",GB,1,tt6729080,6.7,17304
1882,tm210043,Shot Caller,MOVIE,2017,R,120,"['thriller', 'crime', 'drama']",GB,,tt4633690,7.3,83961
1883,ts56261,Castlevania,SHOW,2017,TV-MA,26,"['scifi', 'drama', 'fantasy', 'horror', 'animation', 'action']",US,4,tt6517102,8.3,61114
1884,tm226948,The Shack,MOVIE,2017,PG-13,132,"['fantasy', 'drama']",GB,,tt2872518,6.2,35406
1885,ts82849,The Kominsky Method,SHOW,2018,TV-MA,26,"['drama', 'comedy']",US,3,tt7255502,8.2,38232
1886,ts74809,Knightfall,SHOW,2017,TV-14,44,"['action', 'drama', 'history']",US,2,tt4555364,6.7,19809
1887,ts56969,Atypical,SHOW,2017,TV-14,31,"['comedy', 'drama']",US,4,tt6315640,8.3,81643
1888,ts58155,Alias Grace,SHOW,2017,TV-MA,44,"['drama', 'thriller', 'crime']",US,1,tt1034007,7.7,31577
1889,tm288499,Roma,MOVIE,2018,R,135,"['drama', 'european']",US,,tt6155172,7.7,153508
1890,ts76458,Deadwind,SHOW,2018,TV-MA,46,"['drama', 'thriller', 'crime']",US,3,tt6616260,7.3,8762
1891,tm299741,Crooked House,MOVIE,2017,PG-13,115,"['drama', 'crime']",US,,tt1869347,6.3,23327
1892,ts39015,A Series of Unfortunate Events,SHOW,2017,TV-PG,47,"['action', 'family', 'comedy', 'drama']",GB,3,tt4834206,7.8,59239
1893,tm244191,The Beguiled,MOVIE,2017,R,93,"['drama', 'documentation', 'war', 'thriller']",GB,,tt5592248,6.8,21
1894,ts74816,American Vandal,SHOW,2017,TV-MA,33,"['comedy', 'drama', 'crime']",US,2,tt6877772,8.1,29972
1895,ts52821,Watership Down,SHOW,2018,TV-PG,50,"['animation', 'action', 'drama', 'family', 'fantasy']",GB,1,tt5670764,7.2,6043
1896,ts77563,Mystery Science Theater 3000,SHOW,2017,TV-14,86,"['scifi', 'comedy', 'thriller', 'drama', 'horror']",US,2,tt6782014,8.2,3605
1897,ts80856,Chilling Adventures of Sabrina,SHOW,2018,TV-14,57,"['scifi', 'thriller', 'drama', 'horror', 'fantasy']",US,4,tt7569592,7.4,90327
1898,tm272060,What Happened to Monday,MOVIE,2017,R,123,"['thriller', 'drama', 'action', 'crime', 'fantasy', 'scifi']",US,,tt1536537,6.8,120311
1899,tm233482,The Foreigner,MOVIE,2017,R,113,"['thriller', 'action', 'crime', 'drama', 'european']",US,,tt4759848,7,112487
1900,tm271951,Apostle,MOVIE,2018,R,130,"['thriller', 'horror', 'drama', 'fantasy']",US,,tt6217306,6.3,51038
1901,tm311815,Icarus,MOVIE,2017,,121,"['documentation', 'thriller', 'sport']",US,,tt6333060,7.9,48672
1902,tm371380,The Package,MOVIE,2018,R,94,"['comedy', 'drama', 'thriller']",US,,tt7525778,5.5,17226
1903,ts76869,Violet Evergarden,SHOW,2018,TV-14,25,"['drama', 'animation', 'scifi', 'fantasy', 'romance']",GB,1,tt7078180,8.4,19940
1904,ts82526,Narcos: Mexico,SHOW,2018,TV-MA,56,"['drama', 'crime']",GB,3,tt8714904,8.4,80902
1905,tm310899,Mary Magdalene,MOVIE,2018,R,120,['drama'],US,,tt5360996,5.9,10234
1906,ts72247,Disenchantment,SHOW,2018,TV-14,29,"['scifi', 'comedy', 'fantasy', 'animation', 'action']",GB,4,tt5363918,7.2,58639
1907,tm266666,Gerald's Game,MOVIE,2017,,103,"['horror', 'thriller', 'drama']",US,,tt3748172,6.5,104894
1908,tm435086,Level 16,MOVIE,2018,,102,"['thriller', 'drama', 'scifi', 'european']",US,,tt4006302,6,11118
1909,ts82189,BAKI,SHOW,2018,TV-MA,24,"['action', 'animation', 'drama', 'sport']",US,3,tt6357658,6.7,5706
1910,tm267401,The Invisible Guest,MOVIE,2017,R,107,"['thriller', 'crime', 'drama', 'european']",US,,tt4857264,8,170351
1911,tm239286,The Cloverfield Paradox,MOVIE,2018,PG-13,102,"['thriller', 'horror', 'scifi', 'drama', 'action']",US,,tt2548396,5.5,102759
1912,tm273294,I Don't Feel at Home in This World Anymore,MOVIE,2017,,93,"['drama', 'thriller', 'comedy', 'crime', 'european']",US,,tt6149822,6.9,55549
1913,ts74823,Wet Hot American Summer: Ten Years Later,SHOW,2017,TV-MA,27,['comedy'],US,1,tt5669272,6.9,8502
1914,tm414285,Abducted in Plain Sight,MOVIE,2018,G,91,"['crime', 'documentation', 'thriller', 'drama']",GB,,tt6098534,6.8,18165
1915,tm244192,Annabelle: Creation,MOVIE,2017,R,110,"['horror', 'thriller']",GB,,tt5140878,6.5,129883
1916,ts77197,Seven Seconds,SHOW,2018,TV-MA,62,"['crime', 'drama']",US,1,tt6297682,7.7,15323
1917,tm419595,The Witch: Part 1. The Subversion,MOVIE,2018,,125,"['fantasy', 'action', 'european']",GB,,tt8574252,7.1,9862
1918,tm346943,Kodachrome,MOVIE,2017,,105,"['drama', 'comedy', 'european']",US,,tt1880399,6.8,16482
1919,ts76865,Devilman Crybaby,SHOW,2018,TV-MA,25,"['scifi', 'animation', 'action', 'drama', 'fantasy', 'horror']",US,1,tt6660498,7.6,18575
1920,tm371900,Calibre,MOVIE,2018,,101,"['thriller', 'horror', 'drama']",US,,tt6218358,6.8,27622
1921,ts312241,Oats Studios,SHOW,2017,TV-MA,6,"['scifi', 'horror']",US,1,tt16351432,6.4,870
1922,ts121489,Two Sentence Horror Stories,SHOW,2017,TV-14,22,"['drama', 'horror', 'thriller']",US,4,tt6873926,5.5,1841
1923,tm270895,I Am Not Your Negro,MOVIE,2017,R,93,"['documentation', 'history', 'european']",US,,tt5804038,7.9,21632
1924,ts55781,Black Spot,SHOW,2017,TV-MA,55,"['drama', 'thriller', 'crime', 'horror', 'european']",US,2,tt6519410,7.4,10705
1925,ts87369,Rust Valley Restorers,SHOW,2018,TV-14,45,['documentation'],GB,4,tt9498102,7.8,2732
1926,tm374132,Bird Box,MOVIE,2018,R,124,"['thriller', 'drama', 'horror', 'scifi']",GB,,tt2737304,6.6,325194
1927,ts78080,Everything Sucks!,SHOW,2018,TV-14,24,"['drama', 'comedy']",US,1,tt7078710,7.5,18023
1928,tm244175,The Zookeeper's Wife,MOVIE,2017,PG-13,122,"['drama', 'war', 'history']",GB,,tt1730768,7,42808
1929,ts58307,Bad Blood,SHOW,2017,TV-14,46,"['drama', 'crime']",US,2,tt6423364,7.5,9593
1930,ts55645,Five Came Back,SHOW,2017,TV-MA,65,"['war', 'documentation', 'history']",US,1,tt6587094,8.3,4600
1931,tm319818,Outlaw King,MOVIE,2018,R,121,"['drama', 'action', 'history', 'war']",US,,tt6679794,6.9,69834
1932,ts78558,Queer Eye,SHOW,2018,TV-14,47,['reality'],US,6,tt7259746,8.5,18147
1933,tm313683,Veronica,MOVIE,2017,R,105,['horror'],US,,tt4276868,6.2,40254
1934,ts79926,James Acaster: Repertoire,SHOW,2018,TV-14,52,['comedy'],US,1,tt7818686,8.4,3545
1935,ts56648,The Keepers,SHOW,2017,TV-MA,56,"['crime', 'action', 'drama', 'documentation']",US,1,tt6792200,7.6,14
1936,tm244332,Beirut,MOVIE,2018,R,109,"['thriller', 'action', 'crime', 'drama']",GB,,tt4669264,6.4,21843
1937,tm315340,The Night Comes for Us,MOVIE,2018,R,121,"['thriller', 'action']",GB,,tt6116856,6.9,25500
1938,ts42294,13 Reasons Why,SHOW,2017,TV-MA,58,"['drama', 'thriller']",US,4,tt1837492,7.5,282373
1939,ts84010,Pine Gap,SHOW,2018,TV-MA,56,"['drama', 'thriller']",GB,1,tt7371868,7.2,4772
1940,tm414887,Destination Wedding,MOVIE,2018,R,84,"['romance', 'comedy', 'drama']",US,,tt6987770,6,28933
1941,ts80035,Nightflyers,SHOW,2018,TV-MA,44,"['scifi', 'thriller', 'drama', 'horror']",US,1,tt6903284,5.8,13103
1942,tm420348,Cam,MOVIE,2018,,95,"['horror', 'thriller', 'drama']",US,,tt8361028,5.9,31042
1943,ts57055,Black Lightning,SHOW,2018,TV-14,42,"['scifi', 'action', 'drama']",US,4,tt6045840,6.1,24646
1944,tm244206,The Meyerowitz Stories (New and Selected),MOVIE,2017,,112,"['drama', 'comedy']",US,,tt5536736,6.9,47971
1945,tm434202,Malevolent,MOVIE,2018,,89,"['horror', 'thriller']",US,,tt2386237,4.8,13290
1946,tm280828,The Babysitter,MOVIE,2017,R,85,"['horror', 'comedy']",US,,tt4225622,6.4,86953
1947,tm366567,When We First Met,MOVIE,2018,PG-13,97,"['fantasy', 'comedy', 'romance']",GB,,tt5783956,6.4,48215
1948,tm310706,Extinction,MOVIE,2018,R,96,"['drama', 'thriller', 'scifi', 'action']",GB,,tt3201640,5.8,51781
1949,tm410435,To All the Boys I've Loved Before,MOVIE,2018,PG-13,100,"['romance', 'comedy', 'drama']",US,,tt3846674,7.1,101175
1950,ts56480,Troy: Fall of a City,SHOW,2018,TV-MA,58,"['war', 'fantasy', 'romance', 'action']",GB,1,tt5103758,3.9,13677
1951,tm307283,Cargo,MOVIE,2017,,105,"['drama', 'thriller', 'horror', 'scifi']",US,,tt3860916,6.3,42722
1952,ts82597,The Dragon Prince,SHOW,2018,TV-Y7,27,"['scifi', 'animation', 'action', 'drama', 'family', 'fantasy', 'thriller']",US,3,tt8688814,8.4,21635
1953,ts55962,Dear White People,SHOW,2017,TV-MA,29,"['comedy', 'drama']",US,4,tt5707802,6.1,24863
1954,tm244229,Everybody Knows,MOVIE,2018,R,132,"['drama', 'crime', 'thriller', 'european']",US,,tt4964788,6.9,34009
1955,ts75164,VeggieTales in the City,SHOW,2017,TV-Y,23,"['comedy', 'family', 'music', 'animation']",US,3,tt6562134,5.7,110
1956,ts78452,Requiem,SHOW,2018,TV-MA,58,"['drama', 'animation', 'fantasy', 'thriller']",US,1,tt6712390,6.4,6421
1957,ts75263,Wormwood,SHOW,2017,TV-14,43,"['crime', 'drama', 'documentation', 'fantasy']",US,1,tt1149367,7,4181
1958,ts85568,Perfume,SHOW,2018,TV-MA,29,"['crime', 'thriller', 'drama', 'documentation', 'comedy', 'romance']",GB,1,tt10163260,7.1,8536
1959,tm357589,The Guernsey Literary & Potato Peel Pie Society,MOVIE,2018,,124,"['romance', 'drama', 'history', 'war']",GB,,tt1289403,7.3,44917
1960,tm317542,1922,MOVIE,2017,,102,"['horror', 'crime', 'documentation', 'drama', 'thriller']",US,,tt8312644,6.2,60982
1961,ts80705,Evil Genius,SHOW,2018,TV-MA,48,"['crime', 'documentation']",GB,1,tt8342862,7.5,27516
1962,tm321703,Home Again,MOVIE,2017,PG-13,97,"['drama', 'romance', 'comedy']",US,,tt5719700,5.8,31620
1963,tm300615,Mudbound,MOVIE,2017,R,120,"['drama', 'war']",US,,tt2396589,7.4,47676
1964,tm244233,The Book of Henry,MOVIE,2017,PG-13,105,"['thriller', 'crime', 'drama']",US,,tt4572792,6.5,27052
1965,ts81344,Explained,SHOW,2018,TV-MA,21,['documentation'],US,3,tt8005374,8,8831
1966,tm349803,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,2017,,94,"['comedy', 'documentation']",US,,tt7214762,7.7,25593
1967,ts82228,Cells at Work!,SHOW,2018,TV-14,23,"['action', 'fantasy', 'animation', 'comedy']",US,2,tt8673610,7.5,2206
1968,ts81331,She-Ra and the Princesses of Power,SHOW,2018,TV-Y7,24,"['scifi', 'action', 'family', 'animation', 'fantasy', 'comedy', 'drama']",US,5,tt7745956,7.8,14935
1969,ts55798,Stranger,SHOW,2017,TV-MA,64,"['drama', 'thriller', 'crime', 'romance', 'scifi', 'comedy']",GB,2,tt5545948,8.5,7645
1970,ts78356,The Rain,SHOW,2018,TV-MA,43,"['drama', 'scifi', 'thriller']",GB,3,tt6656238,7.3,616
1971,ts86169,The Innocent Man,SHOW,2018,TV-MA,47,"['documentation', 'crime']",US,1,tt0914376,7.3,5883
1972,tm227940,Berlin Syndrome,MOVIE,2017,R,116,"['thriller', 'horror', 'drama']",GB,,tt3335606,6.2,24733
1973,tm243326,Anon,MOVIE,2018,R,100,"['scifi', 'drama', 'action', 'crime', 'thriller', 'european']",US,,tt5419536,6.1,42608
1974,ts84280,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,TV-14,25,"['animation', 'comedy', 'thriller', 'fantasy', 'romance', 'drama']",US,1,tt8993398,8.1,10400
1975,tm244197,Replicas,MOVIE,2018,PG-13,107,"['thriller', 'drama', 'scifi']",US,,tt4154916,5.5,37340
1976,tm368449,Private Life,MOVIE,2018,R,123,"['drama', 'comedy']",US,,tt6394284,7.2,19023
1977,tm211554,Beyond Skyline,MOVIE,2017,R,105,"['scifi', 'thriller', 'horror', 'action']",US,,tt6856700,5.3,21540
1978,tm363248,A Futile and Stupid Gesture,MOVIE,2018,,101,['comedy'],US,,tt5566790,6.7,15750
1979,tm362881,Mirai,MOVIE,2018,PG,98,"['fantasy', 'animation', 'drama', 'family']",US,,tt6900448,7,14983
1980,tm232673,The Strangers: Prey at Night,MOVIE,2018,,85,"['thriller', 'horror']",GB,,tt1285009,5.2,30499
1981,ts77957,Dirty Money,SHOW,2018,TV-14,63,"['crime', 'documentation']",GB,2,tt7889220,8.1,9099
1982,ts84904,Tidelands,SHOW,2018,TV-MA,42,"['scifi', 'fantasy', 'crime', 'drama']",US,1,tt6898970,6.8,7727
1983,ts83999,Hilda,SHOW,2018,TV-Y7,25,"['scifi', 'family', 'fantasy', 'animation', 'comedy', 'drama']",GB,2,tt6385540,8.5,10162
1984,ts57303,Friends from College,SHOW,2017,TV-MA,30,"['comedy', 'drama']",US,2,tt5565334,6.9,20242
1985,tm411311,King of Thieves,MOVIE,2018,R,108,"['drama', 'crime', 'history']",US,,tt5789976,5.5,14081
1986,tm299677,Hold the Dark,MOVIE,2018,,125,"['thriller', 'horror', 'action', 'drama']",US,,tt5057140,5.6,36500
1987,ts58025,My Little Pony: Equestria Girls,SHOW,2017,TV-Y,24,"['animation', 'comedy', 'family', 'fantasy']",US,1,tt13160278,6.4,642
1988,ts82302,Insatiable,SHOW,2018,TV-MA,46,"['drama', 'comedy', 'thriller']",US,2,tt6487482,6.5,27275
1989,tm449070,Black Mirror: Bandersnatch,MOVIE,2018,R,90,"['scifi', 'thriller', 'fantasy', 'drama']",US,,tt9495224,7.1,123377
1990,ts85895,Better Than Us,SHOW,2018,TV-MA,52,"['scifi', 'drama']",US,2,tt8285216,7.3,8711
1991,ts56511,Cable Girls,SHOW,2017,TV-MA,50,"['drama', 'european']",US,5,tt5674718,7.6,13855
1992,ts57822,Sick Note,SHOW,2017,TV-MA,24,"['comedy', 'crime']",GB,2,tt5770788,6.8,7173
1993,tm363488,RBG,MOVIE,2018,PG,98,['documentation'],GB,,tt7689964,7.6,14037
1994,tm221953,Bāhubali 2: The Conclusion,MOVIE,2017,,168,"['fantasy', 'action', 'drama']",US,,tt4849438,8.2,91560
1995,tm435916,The Perfection,MOVIE,2018,,90,"['thriller', 'drama', 'horror', 'music']",GB,,tt7772580,6.1,41508
1996,tm233362,The Discovery,MOVIE,2017,,102,"['thriller', 'drama', 'romance', 'scifi']",US,,tt5155780,6.2,33579
1997,ts79546,MEGALOBOX,SHOW,2018,TV-MA,24,"['action', 'animation', 'drama', 'scifi', 'sport']",US,2,tt7965802,7.8,3144
1998,tm362098,The Kindergarten Teacher,MOVIE,2018,R,96,"['drama', 'thriller', 'european']",US,,tt6952960,6.7,15683
1999,tm346467,Wheelman,MOVIE,2017,R,82,"['thriller', 'crime', 'action']",US,,tt5723286,6.4,19951
2000,tm433381,Mirage,MOVIE,2018,R,129,"['thriller', 'drama', 'documentation', 'fantasy', 'music', 'romance', 'european']",US,,tt7919356,7.4,52657
2001,tm412550,Set It Up,MOVIE,2018,PG-13,105,"['comedy', 'romance']",US,,tt5304992,6.5,49880
2002,tm315424,An Evening with Beverly Luff Linn,MOVIE,2018,R,108,"['crime', 'comedy']",US,,tt6520524,5.8,5457
2003,ts84533,Transformers: Cyberverse,SHOW,2018,TV-Y7,11,"['action', 'animation', 'scifi']",GB,3,tt8891990,6.5,350
2004,tm499724,The Delivery Boy,MOVIE,2018,,66,"['thriller', 'drama']",GB,,tt8541826,6.2,74
2005,ts83455,Wanderlust,SHOW,2018,TV-MA,57,['drama'],US,1,tt7608238,7,5225
2006,ts75772,Jack Whitehall: Travels with My Father,SHOW,2017,TV-MA,46,"['reality', 'comedy', 'documentation', 'european']",GB,5,tt7453996,7.6,5388
2007,tm414220,Little Italy,MOVIE,2018,R,102,"['romance', 'comedy']",US,,tt6957966,5.7,14492
2008,ts77518,Teasing Master Takagi-san,SHOW,2018,TV-PG,24,"['comedy', 'animation', 'romance']",US,3,tt7808344,7.7,2030
2009,ts79234,The Boss Baby: Back in Business,SHOW,2018,TV-G,23,"['action', 'comedy', 'animation', 'family', 'fantasy']",US,4,tt7741824,6.4,3595
2010,tm139545,The Outsider,MOVIE,2018,R,120,"['crime', 'thriller', 'action', 'drama']",US,,tt2011311,6.2,25223
2011,ts77824,My Next Guest Needs No Introduction With David Letterman,SHOW,2018,TV-MA,55,[],US,4,tt7829834,7.9,5194
2012,tm314477,Skins,MOVIE,2017,,78,"['comedy', 'drama', 'fantasy', 'european']",US,,tt5808778,6.1,5686
